"File Name","Physical Name","Total Size in MB","Available Space In MB","file_id","Filegroup Name","is_percent_growth","growth","is_default","is_read_only"
"KHTT_ST","E:\DBCRM2017\KHTT_ST22.mdf","33878.88","0.19","1","PRIMARY","False","128","True","False"
"KHTT_ST_log","E:\DBCRM2017\KHTT_ST22.ldf","176.94","3.99","2","","True","10","",""
