"Database Name","Recovery Model","Total Log Space (MB)","Used Log Space (MB)","Used Log Space %","Used Log Space Since Last Backup (MB)","log_reuse_wait_desc"
"KHTT_ST","FULL","285.05","166.74","58.50","164.50","LOG_BACKUP"
