"Database Name","Schema Name","Object Name","Index Name","index_id","index_type_desc","avg_fragmentation_in_percent","fragment_count","page_count","fill_factor","has_filter","filter_definition","allow_page_locks"
"KHTT_ST","dbo","CTPhatSinh07","IX_CTPhatSinh_MaThe13","2","NONCLUSTERED INDEX","1.54783049987313","125","7882","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh05","IX_CTPhatSinh_MaThe13","2","NONCLUSTERED INDEX","1.54403866809882","753","7448","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh11","IX_CTPhatSinh_MaThe13","2","NONCLUSTERED INDEX","1.54388524191588","180","8226","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh04","IX_CTPhatSinh_MaThe13","2","NONCLUSTERED INDEX","1.53975363941769","870","7144","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh08","IX_CTPhatSinh_MaThe13","2","NONCLUSTERED INDEX","1.53462258265752","126","8015","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh02","IX_CTPhatSinh_MaThe13","2","NONCLUSTERED INDEX","1.51362260343088","538","5946","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh01","IX_CTPhatSinh_MaThe13","2","NONCLUSTERED INDEX","1.50827353931762","342","6829","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh02","PK__CTPhatSinh02","1","CLUSTERED INDEX","1.18392529598132","1844","23988","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh07","PK__CTPhatSinh07","1","CLUSTERED INDEX","1.18238993710692","2634","31800","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh05","PK__CTPhatSinh05","1","CLUSTERED INDEX","1.18140370727811","2750","30049","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh08","PK__CTPhatSinh08","1","CLUSTERED INDEX","1.17825333993073","1049","32336","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh10","PK__CTPhatSinh10","1","CLUSTERED INDEX","1.17822565913658","953","32846","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh11","PK__CTPhatSinh11","1","CLUSTERED INDEX","1.17813667590695","1669","33188","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh06","PK__CTPhatSinh06","1","CLUSTERED INDEX","1.17811037732718","2151","30133","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh04","PK__CTPhatSinh04","1","CLUSTERED INDEX","1.17626648160999","1576","28820","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh09","PK__CTPhatSinh09","1","CLUSTERED INDEX","1.17610161517955","2818","31885","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh01","PK__CTPhatSinh01","1","CLUSTERED INDEX","1.17595818815331","1233","27552","0","False","","True"
"KHTT_ST","dbo","CTPhatSinh03","PK__CTPhatSinh03","1","CLUSTERED INDEX","1.17196603962044","3089","30035","0","False","","True"
"KHTT_ST","dbo","ChiThuongCuoiNam","PK__ChiThuongCuoiNam__674A37FD","1","CLUSTERED INDEX","0.822085647096022","3372","50603","0","False","","True"
"KHTT_ST","dbo","LichSuCapTheTT","PK_LichSuCapThe","1","CLUSTERED INDEX","0.0221542824227923","2858","67707","0","False","","True"
"KHTT_ST","dbo","SGC_DocumentDetail","PK_SGC_DocumentDetail","1","CLUSTERED INDEX","0","","97411","0","False","","True"
"KHTT_ST","dbo","UpdateList","PK_UpdateList","1","CLUSTERED INDEX","0","","4060","0","False","","True"
