"Database Name","Logical Name","file_id","type_desc","Physical Name","Size on Disk (MB)","num_of_reads","num_of_writes","io_stall_read_ms","io_stall_write_ms","IO Stall Reads Pct","IO Stall Writes Pct","Writes + Reads","MB Read","MB Written","# Reads Pct","# Write Pct","Read Bytes Pct","Written Bytes Pct"
"KHTT_ST24","KHTT_ST","1","ROWS","E:\DBCRM2017\KHTT_ST24.mdf","55130.25","560890","57930","7272153","1167493","86.2","13.8","618820","20368.62","2810.84","90.6","9.4","87.9","12.1"
"KHTT_ST24","KHTT_ST_log","2","LOG","E:\DBCRM2017\KHTT_ST24_log.ldf","1.00","79","23548","47","28044","0.2","99.8","23627","0.71","1191.58","0.3","99.7","0.1","99.9"
