"session_id","Database Name","login_time","cpu_time","logical_reads","status","Input Buffer"
"98","KHTT_ST","12/11/2025 4:21:52 PM","0","0","sleeping",""
"99","KHTT_ST","12/11/2025 3:01:28 PM","0","7","sleeping","SELECT * FROM 
                                        (SELECT * FROM KhachHang kh
                                        WHERE kh.DTDD = '0836397919' OR kh.DTBan = '0836397919') kh
                                        LEFT JOIN QuanHuyen qh ON qh.MaQuanHuyen = kh.MaQuanHuyen
                                        LEFT JOIN TinhTP tt ON tt.MaTinhTP = kh.MaTinhTP
                                        LEFT JOIN QuocGia qg ON qg.MaQuocGia = kh.MaQuocGia"
"102","KHTT_ST","12/11/2025 4:17:14 PM","16","134","sleeping","select DiemNamCu from ChiThuongCuoiNam where MaThe13 = '2310946689077'"
"103","KHTT_ST","12/11/2025 3:27:26 PM","16","75","sleeping","SELECT * FROM 
                                        (SELECT * FROM KhachHang kh
                                        WHERE kh.DTDD = '0943881503' OR kh.DTBan = '0943881503') kh
                                        LEFT JOIN QuanHuyen qh ON qh.MaQuanHuyen = kh.MaQuanHuyen
                                        LEFT JOIN TinhTP tt ON tt.MaTinhTP = kh.MaTinhTP
                                        LEFT JOIN QuocGia qg ON qg.MaQuocGia = kh.MaQuocGia"
"104","KHTT_ST","12/11/2025 3:55:02 PM","31","69","sleeping","(@NgayHD datetime)SELECT DISTINCT kmp.MaDotKhuyenMai,
                                               kmp.TenDotKhuyenMai,
                                               kmp.MaNVTao,
                                               kmp.TuNgay,
                                               kmp.DenNgay,
                                               kmp.STT,
                                               kmp.GhiChu,
                                               kmp.DaApDung,
                                               kmp.MaNVCapNhat,
                                               kmp.DaThucHien,
                                               kmp.HinhThucKM,
                                               kmp.IsExcept,
                                               kmp.IsCombo,
                                               cmp.CTKhuyenMaiID,
                                               cmp.STT,
                                               cmp.MaLoaiKhuyenMai,
                                               cmp.DieuKien,
                                               cmp.DiemMuaHang,
                                               cmp.DiemThuong AS DiemThuongCT,
                                               cmp.DiemThuongGioiHan  AS DiemThuongGioiHanCT,
                                               cmp.GiaTriTongHoaDon,
                                               cmp.GhiChu,
                                               dkkmPos.*,
                                               kmstp.MaST
                                        FROM   KhuyenMaiPOS kmp
                                               LEFT JOIN CTKhuyenMaiPOS cmp
                                                    ON  cmp.MaDotKhuyenMai = kmp.MaDotKhuyenMai
                                               LEFT JOIN KhuyenMai_SieuThiPOS kmstp
                                                    ON  kmstp.MaDotKhuyenMai = kmp.MaDotKhuyenMai
                                               LEFT JOIN DieuKienKhuyenMaiPOS dkkmPos
                                                    ON  dkkmPos.CTKhuyenMaiID = cmp.CTKhuyenMaiID
                                            WHERE  1 = 1  AND cmp.MaLoaiKhuyenMai = 12
                                                   AND kmp.DaApDung = 1
                                                   AND @NgayHD BETWEEN kmp.TuNgay AND kmp.DenNgay
                                                   AND cmp.GiaTriTongHoaDon <= 76486.800 
                                                   AND kmstp.MaST LIKE 
                                                       CASE kmstp.MaST
                                                            WHEN '0000' THEN '%%'
                                                            ELSE '2210'
                                                       END
                                            ORDER BY
                                                   kmp.STT ASC,
                                                   cmp.STT ASC"
"105","KHTT_ST","12/11/2025 1:59:18 PM","281","82585","sleeping","SELECT TOP 10 *  FROM 
                                            ((SELECT cs.MaThe13 as N'M? th? 13', cs.NgayHD,
                                                       CONVERT(VARCHAR(20),cs.NgayHD,103) as N'Ng?y mua',
                                                       cs.SoHD as N'S? H?',
                                                       cs.MaST as N'M? ST',
                                                       cs.MaQuay as N'M? qu?y',
                                                       cs.TongTienHD as N'T?ng ti?n',
                                                       cs.DiemMuaHang as N'?i?m mua h?ng',
                                                       cs.DiemThuongTheoHD as N'?i?m th??ng',
                                                       cs.DaVanChuyen as N'?? t?nh ?i?m'
                                              FROM CTPhatSinh01 cs WHERE MaThe13 = '7823513176528')
                                              UNION ALL 
                                            (SELECT cs.MaThe13 as N'M? th? 13', cs.NgayHD,
                                                       CONVERT(VARCHAR(20),cs.NgayHD,103) as N'Ng?y mua',
                                                       cs.SoHD as N'S? H?',
                                                       cs.MaST as N'M? ST',
                                                       cs.MaQuay as N'M? qu?y',
                                                       cs.TongTienHD as N'T?ng ti?n',
                                                       cs.DiemMuaHang as N'?i?m mua h?ng',
                                                       cs.DiemThuongTheoHD as N'?i?m th??ng',
                                                       cs.DaVanChuyen as N'?? t?nh ?i?m'
                                              FROM CTPhatSinh02 cs WHERE MaThe13 = '7823513176528')
                                                UNION ALL 
                                            (SELECT cs.MaThe13 as N'M? th? 13', cs.NgayHD,
                                                       CONVERT(VARCHAR(20),cs.NgayHD,103) as N'Ng?y mua',
                                                       cs.SoHD as N'S? H?',
                                                       cs.MaST as N'M? ST',
                                                       cs.MaQuay as N'M? qu?y',
                                                       cs.TongTienHD as N'T?ng ti?n',
                                                       cs.DiemMuaHang as N'?i?m mua h?ng',
                                                       cs.DiemThuongTheoHD as N'?i?m th??ng',
                                                       cs.DaVanChuyen as N'?? t?nh ?i?m'
                                              FROM CTPhatSinh03 cs WHERE MaThe13 = '7823513176528')
                                              UNION ALL 
                                            (SELECT cs.MaThe13 as N'M? th? 13', cs.NgayHD,
                                                       CONVERT(VARCHAR(20),cs.NgayHD,103) as N'Ng?y mua',
                                                       cs.SoHD as N'S? H?',
                                                       cs.MaST as N'M? ST',
                                                       cs.MaQuay as N'M? qu?y',
                                                       cs.TongTienHD as N'T?ng ti?n',
                                                       cs.DiemMuaHang as N'?i?m mua h?ng',
                                                       cs.DiemThuongTheoHD as N'?i?m th??ng',
                                                       cs.DaVanChuyen as N'?? t?nh ?i?m'
                                              FROM CTPhatSinh04 cs WHERE MaThe13 = '7823513176528')
                                                UNION ALL 
                                            (SELECT cs.MaThe13 as N'M? th? 13', cs.NgayHD,
                                                       CONVERT(VARCHAR(20),cs.NgayHD,103) as N'Ng?y mua',
                                                       cs.SoHD as N'S? H?',
                                                       cs.MaST as N'M? ST',
                                                       cs.MaQuay as N'M? qu?y',
                                                       cs.TongTienHD as N'T?ng ti?n',
                                                       cs.DiemMuaHang as N'?i?m mua h?ng',
                                                       cs.DiemThuongTheoHD as N'?i?m th??ng',
                                                       cs.DaVanChuyen as N'?? t?nh ?i?m'
                                              FROM CTPhatSinh05 cs WHERE MaThe13 = '7823513176528')
                                                UNION ALL 
                                            (SELECT cs.MaThe13 as N'M? th? 13', cs.NgayHD,
                                                       CONVERT(VARCHAR(20),cs.NgayHD,103) as N'Ng?y mua',
                                                       cs.SoHD as N'S? H?',
                                                       cs.MaST as N'M? ST',
                                                       cs.MaQuay as N'M? qu?y',
                                                       cs.TongTienHD as N'T?ng ti?n',
                                                       cs.DiemMuaHang as N'?i?m mua h?ng',
                                                       cs.DiemThuongTheoHD as N'?i?m th??ng',
                                                       cs.DaVanChuyen as N'?? t?nh ?i?m'
                                              FROM CTPhatSinh06 cs WHERE MaThe13 = '7823513176528')
                                                UNION ALL 
                                            (SELECT cs.MaThe13 as N'M? th? 13', cs.NgayHD,
                                                       CONVERT(VARCHAR(20),cs.NgayHD,103) as N'Ng?y mua',
                                                       cs.SoHD as N'S? H?',
                                                       cs.MaST as N'M? ST',
                                                       cs.MaQuay as N'M? qu?y',
                                                       cs.TongTienHD as N'T?ng ti?n',
                                                       cs.DiemMuaHang as N'?i?m mua h?ng',
                                                       cs.DiemThuongTheoHD as N'?i?m th??ng',
                                                       cs.DaVanChuyen as N'?? t?nh ?i?m'
                                              FROM CTPhatSinh07 cs WHERE MaThe13 = '7823513176528')
                                              UNION ALL 
                                            (SELECT cs.MaThe13 as N'M? th? 13', cs.NgayHD,
                                                       CONVERT(VARCHAR(20),cs.NgayHD,103) as N'Ng?y mua',
                                                       cs.SoHD as N'S? H?',
                                                       cs.MaST as N'M? ST',
                                                       cs.MaQuay as N'M? qu?y',
                                                       cs.TongTienHD as N'T?ng ti?n',
                                                       cs.DiemMuaHang as N'?i?m mua h?ng',
                                                       cs.DiemThuongTheoHD as N'?i?m th??ng',
                                                       cs.DaVanChuyen as N'?? t?nh ?i?m'
                                              FROM CTPhatSinh08 cs WHERE MaThe13 = '7823513176528')
                                                UNION ALL 
                                            (SELECT cs.MaThe13 as N'M? th? 13', cs.NgayHD,
                                                       CONVERT(VARCHAR(20),cs.NgayHD,103) as N'Ng?y mua',
                                                       cs.SoHD as N'S? H?',
                                                       cs.MaST as N'M? ST',
                                                       cs.MaQuay as N'M? qu?y',
                                                       cs.TongTienHD as N'T?ng ti?n',
                                                       cs.DiemMuaHang as N'?i?m mua h?ng',
                                                       cs.DiemThuongTheoHD as N'?i?m th??ng',
                                                       cs.DaVanChuyen as N'?? t?nh ?i?m'
                                              FROM CTPhatSinh09 cs WHERE MaThe13 = '7823513176528')
                                                UNION ALL 
                                            (SELECT cs.MaThe13 as N'M? th? 13', cs.NgayHD,
                                                       CONVERT(VARCHAR(20),cs.NgayHD,103) as N'Ng?y mua',
                                                       cs.SoHD as N'S? H?',
                                                       cs.MaST as N'M? ST',
                                                       cs.MaQuay as N'M? qu?y',
                                                       cs.TongTienHD as N'T?ng ti?n',
                                                       cs.DiemMuaHang as N'?i?m mua h?ng',
                                                       cs.DiemThuongTheoHD as N'?i?m th??ng',
                                                       cs.DaVanChuyen as N'?? t?nh ?i?m'
                                              FROM CTPhatSinh10 cs WHERE MaThe13 = '7823513176528')
                                                UNION ALL 
                                            (SELECT cs.MaThe13 as N'M? th? 13', cs.NgayHD,
                                                       CONVERT(VARCHAR(20),cs.NgayHD,103) as N'Ng?y mua',
                                                       cs.SoHD as N'S? H?',
                                                       cs.MaST as N'M? ST',
                                                       cs.MaQuay as N'M? qu?y',
                                                       cs.TongTienHD as N'T?ng ti?n',
                                                       cs.DiemMuaHang as N'?i?m mua h?ng',
                                                       cs.DiemThuongTheoHD as N'?i?m th??ng',
                                                       cs.DaVanChuyen as N'?? t?nh ?i?m'
                                              FROM CTPhatSinh11 cs WHERE MaThe13 = '7823513176528')
                                                UNION ALL 
                                            (SELECT cs.MaThe13 as N'M? th? 13',
                                                    cs.NgayHD,
                                                       CONVERT(VARCHAR(20),cs.NgayHD,103) as N'Ng?y mua',
                                                       cs.SoHD as N'S? H?',
                                                       cs.MaST as N'M? ST',
                                                       cs.MaQuay as N'M? qu?y',
                                                       cs.TongTienHD as N'T?ng ti?n',
                                                       cs.DiemMuaHang as N'?i?m mua h?ng',
                                                       cs.DiemThuongTheoHD as N'?i?m th??ng',
                                                       cs.DaVanChuyen as N'?? t?nh ?i?m'
                                              FROM CTPhatSinh cs WHERE MaThe13 = '7823513176528')) a
                                              order by a.NgayHD desc"
"106","KHTT_ST","12/2/2025 10:38:03 AM","25442","219570","sleeping","set dateformat ymd SELECT * FROM KhuVuc  WHERE MAKHUVUC = N'9'"
"107","KHTT_ST","12/11/2025 4:21:51 PM","15","89","sleeping","SELECT * FROM 
                                        (SELECT * FROM KhachHang kh
                                        WHERE kh.MaThe13 = '0221316778791') kh
                                        LEFT JOIN QuanHuyen qh ON qh.MaQuanHuyen = kh.MaQuanHuyen
                                        LEFT JOIN TinhTP tt ON tt.MaTinhTP = kh.MaTinhTP
                                        LEFT JOIN QuocGia qg ON qg.MaQuocGia = kh.MaQuocGia"
"108","KHTT_ST","12/11/2025 11:32:29 AM","16","57","sleeping","SELECT * FROM 
                                        (SELECT * FROM KhachHang kh
                                        WHERE kh.MaThe7 = '3155208') kh
                                        LEFT JOIN QuanHuyen qh ON qh.MaQuanHuyen = kh.MaQuanHuyen
                                        LEFT JOIN TinhTP tt ON tt.MaTinhTP = kh.MaTinhTP
                                        LEFT JOIN QuocGia qg ON qg.MaQuocGia = kh.MaQuocGia"
"109","KHTT_ST","12/11/2025 4:20:38 PM","14048","728222","sleeping","EXEC	[dbo].[getTNDSERV]
		                                        @tble = N'TNDSERV30'"
"110","KHTT_ST","12/11/2025 11:12:45 AM","52317","799486","sleeping","(@Ngay datetime,@Ngay1 datetime)SELECT ISNULL(SUM(khqtcd.SoLuongDaNhan) ,0) AS SoLuongPQT
                                        FROM   KhachHang_QuaTang_CapDo khqtcd                                             
                                        WHERE  khqtcd.MaThe13 = '0507717492291' "
"111","KHTT_ST","12/11/2025 4:17:49 PM","9688","725826","sleeping","EXEC	[dbo].[getTNDSERV]
		                                        @tble = N'TNDSERV30'"
"112","KHTT_ST","12/11/2025 12:34:07 PM","0","57","sleeping","SELECT * FROM 
                                        (SELECT * FROM KhachHang kh
                                        WHERE kh.MaThe7 = '6119777') kh
                                        LEFT JOIN QuanHuyen qh ON qh.MaQuanHuyen = kh.MaQuanHuyen
                                        LEFT JOIN TinhTP tt ON tt.MaTinhTP = kh.MaTinhTP
                                        LEFT JOIN QuocGia qg ON qg.MaQuocGia = kh.MaQuocGia"
"113","KHTT_ST","12/11/2025 4:00:17 PM","16","75","sleeping","SELECT * FROM 
                                        (SELECT * FROM KhachHang kh
                                        WHERE kh.DTDD = '0919138816' OR kh.DTBan = '0919138816') kh
                                        LEFT JOIN QuanHuyen qh ON qh.MaQuanHuyen = kh.MaQuanHuyen
                                        LEFT JOIN TinhTP tt ON tt.MaTinhTP = kh.MaTinhTP
                                        LEFT JOIN QuocGia qg ON qg.MaQuocGia = kh.MaQuocGia"
"114","KHTT_ST","12/11/2025 4:21:55 PM","0","1150","sleeping","SELECT * FROM UpdateList WHERE AppType = '6'"
"117","KHTT_ST","12/11/2025 1:43:11 PM","39174","194260","sleeping","set dateformat ymd SELECT * FROM KhachHang  WHERE MATHE13 = N'9647033353003'"
"119","KHTT_ST","12/11/2025 4:19:11 PM","14920","728324","sleeping","EXEC	[dbo].[getTNDSERV]
		                                        @tble = N'TNDSERV30'"
"120","KHTT_ST","12/11/2025 4:22:12 PM","14182","729527","sleeping","EXEC	[dbo].[getTNDSERV]
		                                        @tble = N'TNDSERV30'"
"122","KHTT_ST","12/11/2025 3:00:00 PM","0","0","sleeping",""
"124","KHTT_ST","12/11/2025 1:35:23 PM","45027","215176","sleeping","set dateformat ymd SELECT * FROM KhachHang  WHERE MATHE13 = N'9481614518401'"
