"LogDate","ProcessInfo","Text"
"4/9/2025 10:59:30 AM","Server","Database Instant File Initialization: enabled. For security and performance considerations see the topic 'Database Instant File Initialization' in SQL Server Books Online. This is an informational message only. No user action is required."
