"ObjectName","IndexName","index_id","user_seeks","user_scans","user_lookups","Total Reads","Writes","Index Type","Fill Factor","has_filter","filter_definition","last_user_scan","last_user_lookup","last_user_seek"
"CTPhatSinh_KhuyenMai06","PK_CTPhatSinh_KhuyenMai06","1","","","","","","CLUSTERED","0","False","","","",""
"CTPhatSinh_KhuyenMai06","IX_CTPhatSinh_KhuyenMai06","2","","","","","","NONCLUSTERED","0","False","","","",""
"TNDSERV16","PK_TNDSERV16","1","","","","","","CLUSTERED","0","False","","","",""
"SGC_Attachment","PK_SGC_Attachment","1","","","","","","CLUSTERED","0","False","","","",""
"INVTSERV8","PK_INVTSERV8","1","","","","","","CLUSTERED","0","False","","","",""
"Version","","0","","","","","","HEAP","0","False","","","",""
"LoaiKhuyenMai","","0","","","","","","HEAP","0","False","","","",""
"INVTSERV20","PK_INVTSERV20","1","","","","","","CLUSTERED","0","False","","","",""
"QuaTangSinhNhat","PK__QuaTangSinhNhat__61915EA7","1","","","","","","CLUSTERED","0","False","","","",""
"INVTSERV13","PK_INVTSERV13","1","","","","","","CLUSTERED","0","False","","","",""
"CapDo_HinhThuc","","0","","","","","","HEAP","0","False","","","",""
"TheDongThuongHieu","PK_TheDongThuongHieu","1","","","","","","CLUSTERED","0","False","","","",""
"CauHinhKetNoi","PK_CauHinhKetNoi","1","","","","","","CLUSTERED","0","False","","","",""
"LichSuHuyPhieuQRCode","PK_QRCodeHuy","1","","","","","","CLUSTERED","0","False","","","",""
"CTPhatSinh_KhuyenMaiPOS08","IX_CTPhatSinh_KhuyenMaiPOS08","2","","","","","","NONCLUSTERED","0","False","","","",""
"CTPhatSinh","PK__CTPhatSnh__12E8C319","1","","","","","","CLUSTERED","0","False","","","",""
"CTPhatSinh","IX_CTPhatSinh","2","","","","","","NONCLUSTERED","0","False","","","",""
"INVTSERV30","PK_INVTSERV30","1","","","","","","CLUSTERED","0","False","","","",""
"INVTSERV14","PK_INVTSERV14","1","","","","","","CLUSTERED","0","False","","","",""
"KhuyenMai_SieuThi","","0","","","","","","HEAP","0","False","","","",""
"NhanThuong_KhachHang","PK_NT_KhachHang","1","","","","","","CLUSTERED","0","False","","","",""
"ChiThuongCuoiNam","PK_ChiThuongCuoiNam","1","","","","","","CLUSTERED","0","False","","","",""
"History_INVTSERV09","","0","","","","","","HEAP","0","False","","","",""
"LyDo","","0","","","","","","HEAP","0","False","","","",""
"History_INVTSERV10","","0","","","","","","HEAP","0","False","","","",""
"CTPhatSinh_KhuyenMai","PK_CTPhatSinh_KhuyenMai","1","","","","","","CLUSTERED","0","False","","","",""
"TNDSERV9","PK_TNDSERV9","1","","","","","","CLUSTERED","0","False","","","",""
"CTPhatSinh07","PK__CTPhatSinh07","1","","","","","","CLUSTERED","0","False","","","",""
"CTPhatSinh07","IX_CTPhatSinh_MaThe13","2","","","","","","NONCLUSTERED","0","False","","","",""
"STAMPTRX_New_BK_Bf221221_SongXanh","","0","","","","","","HEAP","0","False","","","",""
"ConstString1","","0","","","","","","HEAP","0","False","","","",""
"CustomerList","","0","","","","","","HEAP","0","False","","","",""
