"ObjectName","Table Rows","index_id","Index Data Compression","create_date","lock_on_bulk_load","is_replicated","has_replication_filter","is_tracked_by_cdc","lock_escalation_desc","is_filetable","is_memory_optimized","durability_desc"
"A_Rebuild","26","0","NONE","1/1/2023 1:00:00 AM","False","False","False","False","TABLE","False","False","SCHEMA_AND_DATA"
"API_Log","192","1","NONE","12/31/2018 11:51:31 PM","False","False","False","False","TABLE","False","False","SCHEMA_AND_DATA"
"BonusSKU1618","0","0","NONE","12/31/2018 11:51:31 PM","False","False","False","False","TABLE","False","False","SCHEMA_AND_DATA"
"CAMBONUS","0","1","NONE","5/31/2018 8:39:06 AM","False","False","False","False","TABLE","False","False","SCHEMA_AND_DATA"
"CAMPGN","1","0","NONE","12/8/2020 9:25:55 AM","False","False","False","False","TABLE","False","False","SCHEMA_AND_DATA"
"CapDo","4","0","NONE","1/1/2022 1:48:18 AM","False","False","False","False","TABLE","False","False","SCHEMA_AND_DATA"
"CapDo_HinhThuc","1","0","NONE","1/1/2022 1:48:18 AM","False","False","False","False","TABLE","False","False","SCHEMA_AND_DATA"
"CapLaiThe","0","1","NONE","12/22/2015 11:01:59 AM","False","False","False","False","TABLE","False","False","SCHEMA_AND_DATA"
"CauHinh","1","0","NONE","1/1/2022 1:48:18 AM","False","False","False","False","TABLE","False","False","SCHEMA_AND_DATA"
"CauHinh_BK","1","1","NONE","12/31/2018 9:54:32 PM","False","False","False","False","TABLE","False","False","SCHEMA_AND_DATA"
"CauHinh_GuiThongTin","0","1","NONE","12/22/2015 11:01:57 AM","False","False","False","False","TABLE","False","False","SCHEMA_AND_DATA"
"CauHinh_IPStore","0","1","NONE","1/1/2022 1:48:18 AM","False","False","False","False","TABLE","False","False","SCHEMA_AND_DATA"
"CauHinhChietKhau","13","0","NONE","1/1/2022 1:48:18 AM","False","False","False","False","TABLE","False","False","SCHEMA_AND_DATA"
