"File Name","Physical Name","Total Size in MB","Available Space In MB","file_id","Filegroup Name","is_percent_growth","growth","is_default","is_read_only"
"KHTT_ST","E:\DBCRM2017\KHTT_ST23.mdf","36660.56","1.50","1","PRIMARY","False","128","True","False"
"KHTT_ST_log","E:\DBCRM2017\KHTT_ST23_log.ldf","1.00","0.57","2","","True","10","",""
