"Object Name","Object Type","Index Name","Statistics Date","auto_created","no_recompute","user_created","is_incremental","is_temporary","row_count","used_page_count"
"dbo.INVTSERV31","USER_TABLE","PK_INVTSERV1_1","","False","False","False","False","False","51","2"
