"Database Name","Recovery Model","Total Log Space (MB)","Used Log Space (MB)","Used Log Space %","Used Log Space Since Last Backup (MB)","log_reuse_wait_desc"
"ReportServerTempDB","SIMPLE","3.37","0.73","21.74","0.06","NOTHING"
