"Database Name","Recovery Model","Total Log Space (MB)","Used Log Space (MB)","Used Log Space %","Used Log Space Since Last Backup (MB)","log_reuse_wait_desc"
"SDI_CFNQ","FULL","0.99","0.37","37.35","0.06","NOTHING"
