"ObjectName","IndexName","index_id","Writes","Total Reads","Index Type","Fill Factor","has_filter","filter_definition","last_system_update","last_user_update"
"MonthlySelling_Report022021","","0","2140","0","HEAP","0","False","","","7/15/2025 1:42:52 PM"
"MonthlySelling_Report032019","","0","2087","0","HEAP","0","False","","","7/15/2025 1:44:20 PM"
"MonthlySelling_Report042019","","0","2083","0","HEAP","0","False","","","7/15/2025 1:45:57 PM"
"MonthlySelling_Report082018","","0","2068","0","HEAP","0","False","","","7/15/2025 1:53:37 PM"
"MonthlySelling_Report012019","","0","2064","0","HEAP","0","False","","","7/15/2025 1:37:42 PM"
"MonthlySelling_Report062019","","0","2061","0","HEAP","0","False","","","7/15/2025 1:50:12 PM"
"MonthlySelling_Report092018","","0","1997","0","HEAP","0","False","","","7/15/2025 1:55:14 PM"
"MonthlySelling_Report112018","","0","1954","0","HEAP","0","False","","","7/15/2025 1:59:50 PM"
"MonthlySelling_Report072018","","0","1941","0","HEAP","0","False","","","7/15/2025 1:52:13 PM"
"MonthlySelling_Report102018","","0","1900","0","HEAP","0","False","","","7/15/2025 1:58:15 PM"
"MonthlySelling_Report062018","","0","1842","0","HEAP","0","False","","","7/15/2025 1:50:04 PM"
"MonthlySelling_Report052018","","0","1830","0","HEAP","0","False","","","7/15/2025 1:47:15 PM"
"MonthlySelling_Report082021","","0","1828","0","HEAP","0","False","","","7/15/2025 1:55:14 PM"
"MonthlySelling_Report012018","","0","1730","0","HEAP","0","False","","","7/15/2025 1:37:24 PM"
"MonthlySelling_Report042018","","0","1688","0","HEAP","0","False","","","7/15/2025 1:45:46 PM"
"MonthlySelling_Report112017","","0","1672","0","HEAP","0","False","","","7/15/2025 1:59:42 PM"
"MonthlySelling_Report032018","","0","1646","0","HEAP","0","False","","","7/15/2025 1:44:09 PM"
"MonthlySelling_Report102017","","0","1639","0","HEAP","0","False","","","7/15/2025 1:56:42 PM"
"MonthlySelling_Report082017","","0","1546","0","HEAP","0","False","","","7/15/2025 1:53:25 PM"
"MonthlySelling_Report022019","","0","1542","0","HEAP","0","False","","","7/15/2025 1:39:32 PM"
"MonthlySelling_Report052017","","0","1538","0","HEAP","0","False","","","7/15/2025 1:47:08 PM"
"MonthlySelling_Report092017","","0","1529","0","HEAP","0","False","","","7/15/2025 1:55:01 PM"
"MonthlySelling_Report032017","","0","1519","0","HEAP","0","False","","","7/15/2025 1:42:19 PM"
"MonthlySelling_Report102016","","0","1513","0","HEAP","0","False","","","7/15/2025 1:56:38 PM"
"MonthlySelling_Report042017","","0","1512","0","HEAP","0","False","","","7/15/2025 1:45:40 PM"
"MonthlySelling_Report072017","","0","1494","0","HEAP","0","False","","","7/15/2025 1:52:00 PM"
"MonthlySelling_Report062017","","0","1482","0","HEAP","0","False","","","7/15/2025 1:48:12 PM"
"MonthlySelling_Report092021","","0","1463","0","HEAP","0","False","","","7/15/2025 1:56:34 PM"
"MonthlySelling_Report052016","","0","1460","0","HEAP","0","False","","","7/15/2025 1:47:04 PM"
"MonthlySelling_Report112016","","0","1458","0","HEAP","0","False","","","7/15/2025 1:58:05 PM"
"MonthlySelling_Report082016","","0","1451","0","HEAP","0","False","","","7/15/2025 1:53:19 PM"
"MonthlySelling_Report072016","","0","1423","0","HEAP","0","False","","","7/15/2025 1:51:54 PM"
"MonthlySelling_Report092016","","0","1420","0","HEAP","0","False","","","7/15/2025 1:55:03 PM"
"MonthlySelling_Report012017","","0","1412","0","HEAP","0","False","","","7/15/2025 1:37:03 PM"
"MonthlySelling_Report062016","","0","1402","0","HEAP","0","False","","","7/15/2025 1:48:09 PM"
"MonthlySelling_Report022018","","0","1359","0","HEAP","0","False","","","7/15/2025 1:39:22 PM"
"MonthlySelling_Report042016","","0","1344","0","HEAP","0","False","","","7/15/2025 1:44:01 PM"
"MonthlySelling_Report012016","","0","1310","0","HEAP","0","False","","","7/15/2025 1:36:58 PM"
"MonthlySelling_Report032016","","0","1295","0","HEAP","0","False","","","7/15/2025 1:42:05 PM"
"MonthlySelling_Report022017","","0","1223","0","HEAP","0","False","","","7/15/2025 1:39:12 PM"
"MonthlySelling_Report022016","","0","1050","0","HEAP","0","False","","","7/15/2025 1:39:02 PM"
"MonthlySelling_Report032013","","0","1018","0","HEAP","0","False","","","7/15/2025 1:41:44 PM"
"LamGonDM_KhachHang_luu","","0","718","0","HEAP","0","False","","","7/15/2025 11:33:21 AM"
"Monthly_Promotion062021","","0","316","0","HEAP","0","False","","","7/15/2025 11:35:02 AM"
"Hieu_WinDSS2011","","0","312","0","HEAP","0","False","","","7/15/2025 11:32:44 AM"
"Monthly_Promotion072021","","0","285","0","HEAP","0","False","","","7/15/2025 11:35:19 AM"
"Monthly_Promotion032020","","0","268","0","HEAP","0","False","","","7/15/2025 11:34:06 AM"
"LamGonDM_The_luu","","0","211","0","HEAP","0","False","","","7/15/2025 11:32:57 AM"
"Monthly_Promotion092020","","0","211","0","HEAP","0","False","","","7/15/2025 11:35:54 AM"
"Monthly_Promotion072019","","0","187","0","HEAP","0","False","","","7/15/2025 11:35:15 AM"
"Monthly_Promotion032021","","0","185","0","HEAP","0","False","","","7/15/2025 11:34:02 AM"
"Monthly_Promotion102019","","0","181","0","HEAP","0","False","","","7/15/2025 11:36:07 AM"
"Monthly_Promotion082020","","0","176","0","HEAP","0","False","","","7/15/2025 11:35:32 AM"
"Monthly_Promotion022020","","0","172","0","HEAP","0","False","","","7/15/2025 11:33:48 AM"
"Monthly_Promotion072018","","0","168","0","HEAP","0","False","","","7/15/2025 11:35:14 AM"
"Monthly_Promotion052021","","0","167","0","HEAP","0","False","","","7/15/2025 11:34:41 AM"
"Monthly_Promotion042019","","0","166","0","HEAP","0","False","","","7/15/2025 11:34:17 AM"
"Monthly_Promotion112020","","0","165","0","HEAP","0","False","","","7/15/2025 11:36:19 AM"
"Monthly_Promotion102020","","0","164","0","HEAP","0","False","","","7/15/2025 11:36:06 AM"
"Monthly_Promotion052019","","0","153","0","HEAP","0","False","","","7/15/2025 11:34:29 AM"
"Monthly_Promotion112019","","0","151","0","HEAP","0","False","","","7/15/2025 11:36:18 AM"
"AllCustomer_Data092022","","0","146","0","HEAP","0","False","","","7/15/2025 11:07:47 AM"
"Monthly_Promotion062019","","0","146","0","HEAP","0","False","","","7/15/2025 11:34:54 AM"
"Monthly_Promotion062020","","0","145","0","HEAP","0","False","","","7/15/2025 11:34:53 AM"
"Monthly_Promotion102021","","0","145","0","HEAP","0","False","","","7/15/2025 11:36:05 AM"
"Monthly_Promotion102018","","0","144","0","HEAP","0","False","","","7/15/2025 11:35:50 AM"
"AllCustomer_Data112022","","0","144","0","HEAP","0","False","","","7/15/2025 11:08:14 AM"
"AllCustomer_Data102022","","0","143","0","HEAP","0","False","","","7/15/2025 11:07:59 AM"
"AllCustomer_Data082022","","0","140","0","HEAP","0","False","","","7/15/2025 11:07:37 AM"
"Monthly_Promotion032019","","0","131","0","HEAP","0","False","","","7/15/2025 11:33:59 AM"
"Monthly_Promotion062018","","0","128","0","HEAP","0","False","","","7/15/2025 11:34:39 AM"
"Monthly_Promotion052017","","0","126","0","HEAP","0","False","","","7/15/2025 11:34:28 AM"
"Monthly_Promotion042020","","0","126","0","HEAP","0","False","","","7/15/2025 11:34:15 AM"
"MonthlySelling_Report072013","","0","126","0","HEAP","0","False","","","7/15/2025 1:49:10 PM"
"AllCustomer_Data072022","","0","125","0","HEAP","0","False","","","7/15/2025 11:07:20 AM"
"AllCustomer_Data062022","","0","118","0","HEAP","0","False","","","7/15/2025 11:07:04 AM"
"AllCustomer_Data022022","","0","117","0","HEAP","0","False","","","7/15/2025 11:06:11 AM"
"Monthly_Promotion072020","","0","117","0","HEAP","0","False","","","7/15/2025 11:35:11 AM"
"LamGonDM_TrangThai_luu","","0","116","0","HEAP","0","False","","","7/15/2025 11:32:52 AM"
"Monthly_Promotion012017","","0","115","0","HEAP","0","False","","","7/15/2025 11:33:30 AM"
"AllCustomer_Data012022","","0","115","0","HEAP","0","False","","","7/15/2025 11:06:03 AM"
"AllCustomer_Data052022","","0","115","0","HEAP","0","False","","","7/15/2025 11:06:55 AM"
"1SGC_TheoDoiSoGia","","0","114","0","HEAP","0","False","","","7/15/2025 11:02:24 AM"
"Monthly_Promotion052016","","0","113","0","HEAP","0","False","","","7/15/2025 11:34:27 AM"
"AllCustomer_Data042022","","0","113","0","HEAP","0","False","","","7/15/2025 11:06:39 AM"
"Monthly_Promotion032017","","0","111","0","HEAP","0","False","","","7/15/2025 11:33:58 AM"
"AllCustomer_Data032022","","0","111","0","HEAP","0","False","","","7/15/2025 11:06:26 AM"
"AllCustomer_Data052021","","0","110","0","HEAP","0","False","","","7/15/2025 11:06:47 AM"
"AllCustomer_Data112021","","0","110","0","HEAP","0","False","","","7/15/2025 11:08:13 AM"
"AllCustomer_Data062021","","0","108","0","HEAP","0","False","","","7/15/2025 11:07:04 AM"
"AllCustomer_Data072021","","0","108","0","HEAP","0","False","","","7/15/2025 11:07:19 AM"
"AllCustomer_Data082021","","0","108","0","HEAP","0","False","","","7/15/2025 11:07:28 AM"
"AllCustomer_Data092021","","0","108","0","HEAP","0","False","","","7/15/2025 11:07:45 AM"
"Monthly_Promotion062017","","0","108","0","HEAP","0","False","","","7/15/2025 11:34:38 AM"
"Monthly_Promotion102017","","0","106","0","HEAP","0","False","","","7/15/2025 11:35:48 AM"
"AllCustomer_Data042021","","0","105","0","HEAP","0","False","","","7/15/2025 11:06:38 AM"
"Monthly_Promotion092018","","0","105","0","HEAP","0","False","","","7/15/2025 11:35:40 AM"
"AllCustomer_Data102021","","0","105","0","HEAP","0","False","","","7/15/2025 11:07:57 AM"
"Monthly_Promotion082019","","0","104","0","HEAP","0","False","","","7/15/2025 11:35:28 AM"
"AllCustomer_Data032021","","0","103","0","HEAP","0","False","","","7/15/2025 11:06:25 AM"
"Monthly_Promotion072017","","0","103","0","HEAP","0","False","","","7/15/2025 11:35:10 AM"
"Monthly_Promotion102016","","0","103","0","HEAP","0","False","","","7/15/2025 11:35:48 AM"
"Monthly_Promotion032016","","0","102","0","HEAP","0","False","","","7/15/2025 11:33:45 AM"
"AllCustomer_Data022021","","0","100","0","HEAP","0","False","","","7/15/2025 11:06:11 AM"
"Monthly_Promotion062016","","0","99","0","HEAP","0","False","","","7/15/2025 11:34:37 AM"
"AllCustomer_Data012021","","0","96","0","HEAP","0","False","","","7/15/2025 11:06:02 AM"
"Monthly_Promotion112021","","0","95","0","HEAP","0","False","","","7/15/2025 11:36:15 AM"
"Monthly_Promotion022017","","0","93","0","HEAP","0","False","","","7/15/2025 11:33:36 AM"
"Monthly_Promotion072016","","0","91","0","HEAP","0","False","","","7/15/2025 11:34:50 AM"
"AllCustomer_Data062023","","0","89","0","HEAP","0","False","","","7/15/2025 11:07:11 AM"
"Monthly_Promotion032018","","0","88","0","HEAP","0","False","","","7/15/2025 11:33:57 AM"
"Monthly_Promotion082016","","0","87","0","HEAP","0","False","","","7/15/2025 11:35:27 AM"
"Monthly_Promotion092016","","0","86","0","HEAP","0","False","","","7/15/2025 11:35:39 AM"
"MonthlySelling_Report062013","","0","85","0","HEAP","0","False","","","7/15/2025 1:47:28 PM"
"AllCustomer_Data112020","","0","85","0","HEAP","0","False","","","7/15/2025 11:08:05 AM"
"AllCustomer_Data052023","","0","83","0","HEAP","0","False","","","7/15/2025 11:06:54 AM"
"Monthly_Promotion052018","","0","82","0","HEAP","0","False","","","7/15/2025 11:34:25 AM"
"Monthly_Promotion022019","","0","82","0","HEAP","0","False","","","7/15/2025 11:33:44 AM"
"AllCustomer_Data032023","","0","78","0","HEAP","0","False","","","7/15/2025 11:06:24 AM"
"Monthly_Promotion042021","","0","77","0","HEAP","0","False","","","7/15/2025 11:34:25 AM"
"Monthly_Promotion022018","","0","75","0","HEAP","0","False","","","7/15/2025 11:33:44 AM"
"AllCustomer_Data042023","","0","75","0","HEAP","0","False","","","7/15/2025 11:06:37 AM"
"AllCustomer_Data102020","","0","75","0","HEAP","0","False","","","7/15/2025 11:07:55 AM"
"Monthly_Promotion092019","","0","74","0","HEAP","0","False","","","7/15/2025 11:35:38 AM"
"Monthly_Promotion082017","","0","72","0","HEAP","0","False","","","7/15/2025 11:35:26 AM"
"Monthly_Promotion082018","","0","72","0","HEAP","0","False","","","7/15/2025 11:35:26 AM"
"1SGC_SG_TVVIP","","0","70","0","HEAP","0","False","","","7/15/2025 11:02:25 AM"
"AllCustomer_Data022023","","0","69","0","HEAP","0","False","","","7/15/2025 11:06:17 AM"
"AllCustomer_Data072013","","0","66","0","HEAP","0","False","","","7/15/2025 11:07:10 AM"
"AllCustomer_Data092020","","0","65","0","HEAP","0","False","","","7/15/2025 11:07:43 AM"
"AllCustomer_Data012023","","0","64","0","HEAP","0","False","","","7/15/2025 11:06:00 AM"
"Monthly_Promotion012018","","0","56","0","HEAP","0","False","","","7/15/2025 11:33:27 AM"
"AllCustomer_Data082020","","0","55","0","HEAP","0","False","","","7/15/2025 11:07:25 AM"
"AllCustomer_Data062013","","0","55","0","HEAP","0","False","","","7/15/2025 11:06:53 AM"
"Monthly_Promotion022021","","0","54","0","HEAP","0","False","","","7/15/2025 11:33:42 AM"
"Monthly_Promotion042018","","0","53","0","HEAP","0","False","","","7/15/2025 11:34:12 AM"
"LamGonDM_TichLuy_luu","","0","53","0","HEAP","0","False","","","7/15/2025 11:32:52 AM"
"Monthly_Promotion092017","","0","50","0","HEAP","0","False","","","7/15/2025 11:35:36 AM"
"Monthly_Promotion012016","","0","49","0","HEAP","0","False","","","7/15/2025 11:33:26 AM"
"Monthly_Promotion112016","","0","49","0","HEAP","0","False","","","7/15/2025 11:36:00 AM"
"AllCustomer_Data072020","","0","46","0","HEAP","0","False","","","7/15/2025 11:07:16 AM"
"Monthly_Promotion042017","","0","38","0","HEAP","0","False","","","7/15/2025 11:34:11 AM"
"Monthly_Promotion112018","","0","37","0","HEAP","0","False","","","7/15/2025 11:36:12 AM"
"AllCustomer_Data062020","","0","37","0","HEAP","0","False","","","7/15/2025 11:07:00 AM"
"AllCustomer_Data052020","","0","35","0","HEAP","0","False","","","7/15/2025 11:06:44 AM"
"AllCustomer_Data042020","","0","35","0","HEAP","0","False","","","7/15/2025 11:06:30 AM"
"Monthly_Promotion022016","","0","34","0","HEAP","0","False","","","7/15/2025 11:33:34 AM"
"10000_The_Moi_Kieu_121011","","0","33","0","HEAP","0","False","","","7/15/2025 11:02:15 AM"
"100k_kieu_add_110612","","0","33","0","HEAP","0","False","","","7/15/2025 11:02:15 AM"
"100000__KieuThang122011","","0","33","0","HEAP","0","False","","","7/15/2025 11:02:15 AM"
"AllCustomer_Data112019","","0","33","0","HEAP","0","False","","","7/15/2025 11:08:03 AM"
"AllCustomer_Data102019","","0","32","0","HEAP","0","False","","","7/15/2025 11:07:52 AM"
"AllCustomer_Data032020","","0","30","0","HEAP","0","False","","","7/15/2025 11:06:22 AM"
"Monthly_Promotion112017","","0","29","0","HEAP","0","False","","","7/15/2025 11:35:59 AM"
"AllCustomer_Data092019","","0","25","0","HEAP","0","False","","","7/15/2025 11:07:31 AM"
"AllCustomer_Data022020","","0","25","0","HEAP","0","False","","","7/15/2025 11:06:07 AM"
"AllCustomer_Data012020","","0","24","0","HEAP","0","False","","","7/15/2025 11:05:55 AM"
"LAMGONDM_Y2012_KHTT","","0","24","0","HEAP","0","False","","","7/15/2025 11:33:26 AM"
"Monthly_Promotion042016","","0","23","0","HEAP","0","False","","","7/15/2025 11:34:10 AM"
"AllCustomer_Data072019","","0","21","0","HEAP","0","False","","","7/15/2025 11:07:14 AM"
"AllCustomer_Data082019","","0","19","0","HEAP","0","False","","","7/15/2025 11:07:23 AM"
"TichLuy092021","","0","18","0","HEAP","0","False","","","7/15/2025 2:09:37 PM"
"TichLuy112021","","0","18","0","HEAP","0","False","","","7/15/2025 2:09:50 PM"
"TichLuy082021","","0","18","0","HEAP","0","False","","","7/15/2025 2:09:33 PM"
"TichLuy052021","","0","18","0","HEAP","0","False","","","7/15/2025 2:09:14 PM"
"TichLuy042021","","0","17","0","HEAP","0","False","","","7/15/2025 2:09:08 PM"
"TichLuy032021","","0","17","0","HEAP","0","False","","","7/15/2025 2:09:04 PM"
"50k_kieu_add_030712","","0","17","0","HEAP","0","False","","","7/15/2025 11:02:28 AM"
"50k_kieu_add_010612","","0","17","0","HEAP","0","False","","","7/15/2025 11:02:18 AM"
"50k_kieu_add_080312","","0","17","0","HEAP","0","False","","","7/15/2025 11:02:28 AM"
"50K_Kieu5700001_5750000_030512","","0","17","0","HEAP","0","False","","","7/15/2025 11:02:28 AM"
"AddKieu50K","","0","17","0","HEAP","0","False","","","7/15/2025 11:02:30 AM"
"Add_SCM","","0","17","0","HEAP","0","False","","","7/15/2025 11:02:28 AM"
"ADD_Kieu_3008_50K","","0","17","0","HEAP","0","False","","","7/15/2025 11:02:28 AM"
"TichLuy022021","","0","17","0","HEAP","0","False","","","7/15/2025 2:08:58 PM"
"50000Kieu_add_Thang022012","","0","17","0","HEAP","0","False","","","7/15/2025 11:02:18 AM"
"Monthly_Promotion012020","","0","17","0","HEAP","0","False","","","7/15/2025 11:33:33 AM"
"AllCustomer_Data062019","","0","17","0","HEAP","0","False","","","7/15/2025 11:06:59 AM"
"TichLuy072021","","0","17","0","HEAP","0","False","","","7/15/2025 2:09:27 PM"
"TichLuy062021","","0","17","0","HEAP","0","False","","","7/15/2025 2:09:21 PM"
"TichLuy102021","","0","17","0","HEAP","0","False","","","7/15/2025 2:09:43 PM"
"TichLuy012021","","0","16","0","HEAP","0","False","","","7/15/2025 2:08:52 PM"
"TichLuy112020","","0","15","0","HEAP","0","False","","","7/15/2025 2:09:49 PM"
"AllCustomer_Data052019","","0","15","0","HEAP","0","False","","","7/15/2025 11:06:42 AM"
"AllCustomer_Data042019","","0","13","0","HEAP","0","False","","","7/15/2025 11:06:29 AM"
"TichLuy102020","","0","13","0","HEAP","0","False","","","7/15/2025 2:09:43 PM"
"AllCustomer_Data032019","","0","13","0","HEAP","0","False","","","7/15/2025 11:06:21 AM"
"AllCustomer_Data012019","","0","12","0","HEAP","0","False","","","7/15/2025 11:05:54 AM"
"AllCustomer_Data022019","","0","12","0","HEAP","0","False","","","7/15/2025 11:06:06 AM"
"TichLuy092020","","0","11","0","HEAP","0","False","","","7/15/2025 2:09:37 PM"
"TichLuy082020","","0","10","0","HEAP","0","False","","","7/15/2025 2:09:30 PM"
"AllCustomer_Data092018","","0","9","0","HEAP","0","False","","","7/15/2025 11:07:31 AM"
"AllCustomer_Data102018","","0","9","0","HEAP","0","False","","","7/15/2025 11:07:51 AM"
"AllCustomer_Data112018","","0","9","0","HEAP","0","False","","","7/15/2025 11:08:02 AM"
"ctphieuqt_bk","","0","8","0","HEAP","0","False","","","7/15/2025 11:32:22 AM"
"AllCustomer_Data072018","","0","8","0","HEAP","0","False","","","7/15/2025 11:07:07 AM"
"AllCustomer_Data082018","","0","8","0","HEAP","0","False","","","7/15/2025 11:07:23 AM"
"TichLuy072020","","0","8","0","HEAP","0","False","","","7/15/2025 2:09:26 PM"
"AllCustomer_Data062018","","0","7","0","HEAP","0","False","","","7/15/2025 11:06:58 AM"
"AllCustomer_Data042018","","0","7","0","HEAP","0","False","","","7/15/2025 11:06:28 AM"
"TichLuy062020","","0","7","0","HEAP","0","False","","","7/15/2025 2:09:20 PM"
"AllCustomer_Data052018","","0","7","0","HEAP","0","False","","","7/15/2025 11:06:42 AM"
"TichLuy072013","","0","7","0","HEAP","0","False","","","7/15/2025 2:09:20 PM"
"TichLuy042020","","0","7","0","HEAP","0","False","","","7/15/2025 2:09:07 PM"
"TichLuy062013","","0","7","0","HEAP","0","False","","","7/15/2025 2:09:14 PM"
"TichLuy052020","","0","7","0","HEAP","0","False","","","7/15/2025 2:09:14 PM"
"TichLuy052013","","0","6","0","HEAP","0","False","","","7/15/2025 2:09:11 PM"
"AllCustomer_Data032018","","0","6","0","HEAP","0","False","","","7/15/2025 11:06:14 AM"
"Monthly_Promotion072013","","0","6","0","HEAP","0","False","","","7/15/2025 11:34:44 AM"
"AllCustomer_Data022018","","0","6","0","HEAP","0","False","","","7/15/2025 11:06:06 AM"
"AllCustomer_Data012018","","0","6","0","HEAP","0","False","","","7/15/2025 11:05:54 AM"
"TichLuy032020","","0","6","0","HEAP","0","False","","","7/15/2025 2:09:04 PM"
"Hieu_HouseCharge","","0","6","0","HEAP","0","False","","","7/15/2025 11:32:24 AM"
"AllCustomer_Data112017","","0","5","0","HEAP","0","False","","","7/15/2025 11:08:01 AM"
"Hieu_NotinKHTT_HCharge","","0","5","0","HEAP","0","False","","","7/15/2025 11:32:24 AM"
"TichLuy012020","","0","5","0","HEAP","0","False","","","7/15/2025 2:08:51 PM"
"TichLuy022020","","0","5","0","HEAP","0","False","","","7/15/2025 2:08:57 PM"
"AllCustomer_Data052013","","0","5","0","HEAP","0","False","","","7/15/2025 11:06:33 AM"
"TichLuy082019","","0","5","0","HEAP","0","False","","","7/15/2025 2:09:30 PM"
"TichLuy112019","","0","5","0","HEAP","0","False","","","7/15/2025 2:09:49 PM"
"AllCustomer_Data102017","","0","5","0","HEAP","0","False","","","7/15/2025 11:07:40 AM"
"TichLuy102019","","0","5","0","HEAP","0","False","","","7/15/2025 2:09:43 PM"
"AllCustomer_Data092017","","0","4","0","HEAP","0","False","","","7/15/2025 11:07:30 AM"
"TichLuy112013","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:43 PM"
"TichLuy112014","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:46 PM"
"TichLuy112015","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:46 PM"
"TichLuy122013","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:49 PM"
"TichLuy122014","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:49 PM"
"TichLuy102014","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:40 PM"
"TichLuy102015","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:40 PM"
"TichLuy102013","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:40 PM"
"TichLuy092014","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:33 PM"
"TichLuy092015","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:33 PM"
"TichLuy092019","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:36 PM"
"TichLuy092013","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:33 PM"
"TichLuy072019","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:23 PM"
"TichLuy082013","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:26 PM"
"TichLuy082014","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:26 PM"
"TichLuy082015","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:26 PM"
"TichLuy072014","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:20 PM"
"TichLuy072015","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:23 PM"
"TichLuy062019","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:20 PM"
"TichLuy062014","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:17 PM"
"TichLuy062015","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:17 PM"
"TichLuy032013","","0","4","0","HEAP","0","False","","","7/15/2025 2:08:57 PM"
"TichLuy032014","","0","4","0","HEAP","0","False","","","7/15/2025 2:08:57 PM"
"TichLuy022013","","0","4","0","HEAP","0","False","","","7/15/2025 2:08:51 PM"
"TichLuy022014","","0","4","0","HEAP","0","False","","","7/15/2025 2:08:55 PM"
"TichLuy022015","","0","4","0","HEAP","0","False","","","7/15/2025 2:08:55 PM"
"TichLuy012013","","0","4","0","HEAP","0","False","","","7/15/2025 2:08:48 PM"
"TichLuy012014","","0","4","0","HEAP","0","False","","","7/15/2025 2:08:48 PM"
"_TichLuy102012","","0","4","0","HEAP","0","False","","","7/15/2025 11:02:14 AM"
"TichLuy012015","","0","4","0","HEAP","0","False","","","7/15/2025 2:08:48 PM"
"TichLuy032015","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:01 PM"
"TichLuy042013","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:04 PM"
"TichLuy042015","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:04 PM"
"TichLuy042019","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:07 PM"
"TichLuy052014","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:11 PM"
"TichLuy052015","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:11 PM"
"TichLuy052019","","0","4","0","HEAP","0","False","","","7/15/2025 2:09:13 PM"
"dot1_12","","0","4","0","HEAP","0","False","","","7/15/2025 11:32:21 AM"
"TichLuy032019","","0","3","0","HEAP","0","False","","","7/15/2025 2:09:01 PM"
"AllCustomer_Data072017","","0","3","0","HEAP","0","False","","","7/15/2025 11:07:06 AM"
"AllCustomer_Data082017","","0","3","0","HEAP","0","False","","","7/15/2025 11:07:23 AM"
"TichLuy102018","","0","2","0","HEAP","0","False","","","7/15/2025 2:09:42 PM"
"TichLuy092018","","0","2","0","HEAP","0","False","","","7/15/2025 2:09:36 PM"
