"Schema Name","ObjectName","RowCount","CompressionType"
"dbo","TNDSERV15","16030651","NONE"
"dbo","TNDSERV10","15855779","NONE"
"dbo","History_INVTSERV04","14302646","NONE"
"dbo","History_INVTSERV07","14133591","NONE"
"dbo","History_INVTSERV08","14076769","NONE"
"dbo","History_INVTSERV06","14068177","NONE"
"dbo","History_INVTSERV09","13956851","NONE"
"dbo","History_INVTSERV03","13727576","NONE"
"dbo","History_INVTSERV11","13620269","NONE"
"dbo","TNDSERV16","13374713","NONE"
"dbo","TNDSERV14","13031367","NONE"
"dbo","History_INVTSERV05","12686510","NONE"
"dbo","History_INVTSERV10","12367739","NONE"
"dbo","History_INVTSERV12","12074414","NONE"
"dbo","TNDSERV12","11718418","NONE"
"dbo","History_TNDSERV06","11194620","NONE"
"dbo","History_INVTSERV01","11003079","NONE"
"dbo","History_INVTSERV02","10704102","NONE"
"dbo","CTPhatSinh","8368103","NONE"
"dbo","TNDSERV11","8000748","NONE"
"dbo","TNDSERV13","7919100","NONE"
"dbo","TNDSERV17","5982668","NONE"
"dbo","History_TNDSERV08","4363923","NONE"
"dbo","LichSuCapTheTT","4167797","NONE"
"dbo","History_TNDSERV07","4102182","NONE"
"dbo","History_TNDSERV10","3914752","NONE"
"dbo","History_TNDSERV11","3722158","NONE"
"dbo","TichLuy","3660169","NONE"
"dbo","The","3660168","NONE"
"dbo","TichLuyTrongNgay","3654169","NONE"
"dbo","History_TNDSERV12","3473792","NONE"
"dbo","KhachHang","3230258","NONE"
"dbo","History_TNDSERV09","3191701","NONE"
"dbo","History_TNDSERV05","3004595","NONE"
"dbo","History_TNDSERV01","2987414","NONE"
"dbo","ChiThuongCuoiNam_2023","2482186","NONE"
"dbo","History_TNDSERV03","2458899","NONE"
"dbo","ChiThuongCuoiNam","2449037","NONE"
"dbo","History_TNDSERV04","2202419","NONE"
"dbo","CTNhanThuong","2077137","NONE"
"dbo","History_TNDSERV02","1668377","NONE"
"dbo","Coupon","1230594","NONE"
"dbo","CTPhatSinh10","938992","NONE"
"dbo","CTPhatSinh09","877623","NONE"
"dbo","CTPhatSinh11","873309","NONE"
"dbo","CTPhieuQT","625932","NONE"
"dbo","INVTSERV10","296078","NONE"
"dbo","INVTSERV15","257473","NONE"
"dbo","INVTSERV16","233440","NONE"
"dbo","CTPhatSinh_KhuyenMai","222068","NONE"
"dbo","INVTSERV14","214827","NONE"
"dbo","LichSuCapTheST","172725","NONE"
"dbo","INVTSERV12","169803","NONE"
"dbo","INVTSERV17","129312","NONE"
"dbo","INVTSERV13","125718","NONE"
"dbo","INVTSERV11","118408","NONE"
"dbo","CTTichLuy","93086","NONE"
"dbo","QuyenNhanVien","91855","NONE"
"dbo","LichSuThayDoiSieuThi","90880","NONE"
"dbo","Sync_2023","83390","NONE"
"dbo","Sync","68156","NONE"
"dbo","CTPhatSinh_KhuyenMaiPOS","53541","NONE"
"dbo","CTQuyenNhanVien","52381","NONE"
"dbo","CTNhanThuongTrongNgay_2023","49069","NONE"
"dbo","CTNhanThuongTrongNgay","47438","NONE"
"dbo","CustomerList","45396","NONE"
"dbo","CTPhatSinh_KhuyenMai10","40042","NONE"
"dbo","NhanThuong_KhachHang","35431","NONE"
"dbo","CTPhatSinh_KhuyenMai11","29679","NONE"
"dbo","CTPhatSinh_KhuyenMai09","27143","NONE"
"dbo","INVTSERV_2023","25698","NONE"
"dbo","History_KhachHang","25031","NONE"
"dbo","PhuongXa","11846","NONE"
"dbo","STAMPTRX","6017","NONE"
"dbo","DSDiemCF_TongHop5","3990","NONE"
"dbo","NhanVien","2954","NONE"
"dbo","ReportLog","2626","NONE"
"dbo","NhanThuong_SieuThi","1639","NONE"
"dbo","NhanThuong_QuaTang","1606","NONE"
"dbo","DSDiemCF_TongHop1","1533","NONE"
"dbo","ExceptionPOS","1448","NONE"
"dbo","NhanThuong","1002","NONE"
"dbo","DieuKienKhuyenMaiPOS","952","NONE"
"dbo","QuanHuyen","793","NONE"
"dbo","GiftPromotion_ST","759","NONE"
"dbo","CauHinhKetNoi","729","NONE"
"dbo","SieuThi","678","NONE"
"dbo","SKU_Vendor","637","NONE"
"dbo","NhomNhanVien_DMQuyen","489","NONE"
