"Database Name","Logical Name","file_id","type_desc","Physical Name","Size on Disk (MB)","num_of_reads","num_of_writes","io_stall_read_ms","io_stall_write_ms","IO Stall Reads Pct","IO Stall Writes Pct","Writes + Reads","MB Read","MB Written","# Reads Pct","# Write Pct","Read Bytes Pct","Written Bytes Pct"
"KHTT_ST23","KHTT_ST","1","ROWS","E:\DBCRM2017\KHTT_ST23.mdf","36660.56","55683","1","52468","0","100.0","0.0","55684","2072.12","0.01","100.0","0.0","100.0","0.0"
"KHTT_ST23","KHTT_ST_log","2","LOG","E:\DBCRM2017\KHTT_ST23_log.ldf","1.00","7","5","4","2","66.7","33.3","12","0.32","0.02","58.3","41.7","95.2","4.8"
