"Database Name","Recovery Model","Total Log Space (MB)","Used Log Space (MB)","Used Log Space %","Used Log Space Since Last Backup (MB)","log_reuse_wait_desc"
"KHTT_ST23","FULL","0.99","0.43","43.16","0.10","NOTHING"
