"machine_name","server_name","Database Name","recovery_model","Uncompressed Backup Size (MB)","Compressed Backup Size (MB)","Compression Ratio","has_backup_checksums","is_copy_only","encryptor_type","Backup Elapsed Time (sec)","Backup Finish Date","Backup Location","physical_block_size"
"DC-SQL06","DC-SQL06\DBCF","KHTT_ST23","FULL","36660","36660","1.00","False","False","","130","10/2/2024 3:56:17 PM","E:\Program Files\Microsoft SQL Server\MSSQL12.DBCF\MSSQL\Backup\KHTT_ST23.bak","512"
"DC-SQL06","DC-SQL06\DBCF","KHTT_ST23","FULL","36660","36660","1.00","False","False","","130","10/2/2024 3:56:17 PM","D:\Tuyen EOY\KHTT_ST22.bak","512"
