"MachineName","ServerName","Instance","IsClustered","ComputerNamePhysicalNetBIOS","Edition","ProductLevel","ProductUpdateLevel","ProductVersion","ProductMajorVersion","ProductMinorVersion","ProductBuild","ProductBuildType","ProductUpdateReference","ProcessID","Collation","IsFullTextInstalled","IsIntegratedSecurityOnly","FilestreamConfiguredLevel","IsHadrEnabled","HadrManagerStatus","InstanceDefaultDataPath","InstanceDefaultLogPath","Build CLR Version","IsXTPSupported"
"DC-SQL06","DC-SQL06\DBCF","DBCF","0","DC-SQL06","Enterprise Edition (64-bit)","SP2","","12.0.5207.0","12","0","5207","GDR","KB4019093","16076","SQL_Latin1_General_CP1_CI_AS","1","0","3","1","1","E:\Program Files\Microsoft SQL Server\MSSQL12.DBCF\MSSQL\DATA\","E:\Program Files\Microsoft SQL Server\MSSQL12.DBCF\MSSQL\Log\","v4.0.30319","1"
